date,mels_S,lig_S,mels_N,hvac_N,hvac_S
2018-01-05 17:00:00,3.92777786,3.830434848,8.83437472,65.75,24.05
2018-01-05 17:30:00,4.3055556485,4.160869636999999,10.721874615,51.45,31.05
2018-01-05 18:00:00,4.683333437,4.491304425999999,12.609374515,62.15,22.1
2018-01-05 18:30:00,5.061111224999999,4.821739214500001,14.496874415,38.345,23.1
2018-01-05 19:00:00,5.438889014,5.152174003500001,16.384374315000002,50.6,19.795
2018-01-05 19:30:00,5.816666802,5.375000099,17.172726545,38.85,35.6
2018-01-05 20:00:00,6.1944445905,5.275000115,14.663635775,50.35,19.8
2018-01-05 20:30:00,6.572222379,5.175000131,12.154545005,59.6,31.15
2018-01-05 21:00:00,6.950000167,5.075000147,9.645454236,34.195,0.0
2018-01-05 21:30:00,7.3277779555,4.975000163,7.1363634635,48.35,0.0
2018-01-05 22:00:00,7.705555744,4.875000179,4.6272726925,48.75,11.2
2018-01-05 22:30:00,7.616666475500001,4.775000175,14.12499984,37.65,20.35
2018-01-05 23:00:00,7.2833331425,4.6750001115,13.82499997,54.7,30.15
2018-01-05 23:30:00,6.949999809,4.575000048,13.525000095,59.8,18.445
2018-01-06 00:00:00,5.699999809,4.4500000475,15.09499979,63.245000000000005,22.6
2018-01-06 00:30:00,3.400000095,4.325000167,8.600000024,39.150000000000006,18.4
2018-01-06 01:00:00,2.5,4.099999904500001,13.75,37.8,18.695
2018-01-06 01:30:00,2.199999929,2.875,12.025000095,50.75,17.450000000000003
2018-01-06 02:00:00,1.75,0.7500000299999999,8.2000000475,37.7,20.85
2018-01-06 02:30:00,1.799999952,1.25,8.75,50.85,18.200000000000003
2018-01-06 03:00:00,1.8999999765,0.200000003,8.599999905,48.95,23.75
2018-01-06 03:30:00,1.649999976,0.200000003,8.2449998855,48.445,17.495
2018-01-06 04:00:00,1.5,0.200000003,8.9949998855,37.25,34.995000000000005
2018-01-06 04:30:00,1.449999988,0.200000003,8.800000191,37.2,20.345
2018-01-06 05:00:00,1.449999988,0.200000003,7.900000094999999,37.5,17.745
2018-01-06 05:30:00,1.5,0.200000003,8.3249998095,37.695,19.05
2018-01-06 06:00:00,1.600000024,0.200000003,7.950000286,35.55,17.495
2018-01-06 06:30:00,1.525000006,0.200000003,8.2725000385,38.3,24.5
2018-01-06 07:00:00,1.299999952,0.200000003,5.694999814,37.495000000000005,19.0
